"Date","Price","Open","High","Low","Change %"
"Aug 25, 2014","17.3495","17.3645","17.3683","17.3085","-0.30%"
"Aug 22, 2014","17.4013","17.4063","17.4357","17.3537","-0.05%"
"Aug 21, 2014","17.4096","17.4166","17.4245","17.3538","-0.05%"
"Aug 20, 2014","17.4191","17.3760","17.4248","17.3350","0.23%"
"Aug 19, 2014","17.3793","17.4303","17.4466","17.3588","-0.32%"
"Aug 18, 2014","17.4357","17.4964","17.5234","17.4182","-0.47%"
"Aug 15, 2014","17.5185","17.4677","17.5789","17.4469","0.28%"
"Aug 14, 2014","17.4690","17.5507","17.5836","17.4580","-0.50%"
"Aug 13, 2014","17.5560","17.5595","17.5918","17.5009","-0.04%"
"Aug 12, 2014","17.5622","17.6421","17.6534","17.5482","-0.46%"
"Aug 11, 2014","17.6428","17.7531","17.7667","17.6180","-0.70%"
"Aug 08, 2014","17.7678","17.7405","17.8440","17.7086","0.11%"
"Aug 07, 2014","17.7483","17.7057","17.7820","17.6328","0.23%"
"Aug 06, 2014","17.7084","17.7754","17.8011","17.6755","-0.40%"
"Aug 05, 2014","17.7787","17.7091","17.7921","17.6419","0.38%"
"Aug 04, 2014","17.7106","17.7004","17.7384","17.6742","0.04%"
"Aug 01, 2014","17.7035","17.6968","17.7953","17.6514","0.04%"
"Jul 31, 2014","17.6972","17.6168","17.7334","17.6041","0.43%"
"Jul 30, 2014","17.6222","17.5177","17.6423","17.5038","0.56%"
"Jul 29, 2014","17.5234","17.4745","17.5411","17.4587","0.25%"
"Jul 28, 2014","17.4798","17.3795","17.4820","17.3730","0.55%"
"Jul 25, 2014","17.3848","17.4474","17.4638","17.3654","-0.38%"
"Jul 24, 2014","17.4511","17.4083","17.4702","17.3874","0.20%"
"Jul 23, 2014","17.4169","17.4251","17.4413","17.3873","-0.08%"
"Jul 22, 2014","17.4311","17.5376","17.5599","17.4083","-0.63%"
"Jul 21, 2014","17.5414","17.5087","17.5626","17.4989","0.17%"
"Jul 18, 2014","17.5119","17.5814","17.5905","17.4843","-0.42%"
"Jul 17, 2014","17.5849","17.4633","17.6041","17.4560","0.67%"
"Jul 16, 2014","17.4684","17.5681","17.5825","17.4444","-0.59%"
"Jul 15, 2014","17.5714","17.6403","17.6737","17.5537","-0.40%"
"Jul 14, 2014","17.6428","17.6756","17.7200","17.6314","-0.24%"
"Jul 11, 2014","17.6861","17.6774","17.7019","17.6452","0.02%"
"Jul 10, 2014","17.6822","17.6943","17.7453","17.6427","-0.08%"
"Jul 09, 2014","17.6972","17.6729","17.7248","17.6593","0.11%"
"Jul 08, 2014","17.6777","17.7138","17.7319","17.6390","-0.23%"
"Jul 07, 2014","17.7178","17.6379","17.7289","17.6113","0.43%"
"Jul 04, 2014","17.6420","17.6330","17.6523","17.6123","0.04%"
"Jul 03, 2014","17.6345","17.7475","17.7807","17.6215","-0.67%"
"Jul 02, 2014","17.7539","17.7013","17.7688","17.6693","0.27%"
"Jul 01, 2014","17.7055","17.7518","17.7779","17.6921","-0.28%"
"Jun 30, 2014","17.7561","17.6839","17.8115","17.6748","0.36%"
"Jun 27, 2014","17.6925","17.7140","17.7645","17.6794","-0.15%"
"Jun 26, 2014","17.7193","17.7216","17.7560","17.6729","-0.04%"
"Jun 25, 2014","17.7269","17.7692","17.8055","17.7102","-0.25%"
"Jun 24, 2014","17.7705","17.7194","17.7858","17.6784","0.25%"
"Jun 23, 2014","17.7255","17.6512","17.7338","17.6162","0.35%"
"Jun 20, 2014","17.6641","17.7221","17.7570","17.6448","-0.33%"
"Jun 19, 2014","17.7231","17.6405","17.7316","17.6323","0.44%"
"Jun 18, 2014","17.6453","17.7621","17.7744","17.6094","-0.67%"
"Jun 17, 2014","17.7651","17.7077","17.7732","17.6729","0.31%"
"Jun 16, 2014","17.7099","17.6165","17.7117","17.5865","0.52%"
"Jun 13, 2014","17.6182","17.5834","17.6780","17.5758","0.16%"
"Jun 12, 2014","17.5894","17.6037","17.6463","17.5551","-0.10%"
"Jun 11, 2014","17.6065","17.6332","17.7116","17.5894","-0.18%"
"Jun 10, 2014","17.6385","17.7110","17.7227","17.6089","-0.44%"
"Jun 09, 2014","17.7157","17.6349","17.7223","17.5664","0.44%"
"Jun 06, 2014","17.6378","17.5739","17.6495","17.4875","0.35%"
"Jun 05, 2014","17.5763","17.5660","17.6144","17.3751","0.02%"
"Jun 04, 2014","17.5720","17.6292","17.6598","17.5631","-0.35%"
"Jun 03, 2014","17.6333","17.5538","17.6860","17.5274","0.43%"
"Jun 02, 2014","17.5579","17.5295","17.6005","17.4849","0.17%"
"May 30, 2014","17.5277","17.4590","17.5647","17.4551","0.36%"
"May 29, 2014","17.4655","17.4899","17.5293","17.4374","-0.18%"
"May 28, 2014","17.4978","17.5233","17.5770","17.4735","-0.18%"
"May 27, 2014","17.5299","17.5578","17.6127","17.5115","-0.20%"
"May 26, 2014","17.5645","17.5117","17.5700","17.5001","0.20%"
"May 23, 2014","17.5299","17.5832","17.5961","17.5055","-0.34%"
"May 22, 2014","17.5901","17.6783","17.7025","17.5658","-0.59%"
"May 21, 2014","17.6945","17.6848","17.7553","17.6049","0.03%"
"May 20, 2014","17.6895","17.6789","17.7567","17.6531","0.03%"
"May 19, 2014","17.6849","17.6780","17.7530","17.6448","0.06%"
"May 16, 2014","17.6748","17.7610","17.8075","17.6509","-0.52%"
"May 15, 2014","17.7668","17.6742","17.8426","17.6114","0.44%"
"May 14, 2014","17.6892","17.6734","17.7562","17.6466","0.00%"
"May 13, 2014","17.6891","17.8143","17.8560","17.6668","-0.74%"
"May 12, 2014","17.8206","17.7926","17.8485","17.7870","0.03%"
"May 09, 2014","17.8147","17.9029","17.9362","17.7911","-0.59%"
"May 08, 2014","17.9207","18.0298","18.1427","17.8984","-0.62%"
"May 07, 2014","18.0334","18.1413","18.1699","18.0209","-0.62%"
"May 06, 2014","18.1455","18.1139","18.1794","18.0723","0.16%"
"May 05, 2014","18.1159","18.0449","18.1172","18.0322","0.35%"
"May 02, 2014","18.0525","18.0821","18.1161","17.9229","-0.21%"
"May 01, 2014","18.0909","18.1316","18.1731","18.0665","-0.26%"
"Apr 30, 2014","18.1375","18.0892","18.1771","18.0414","0.23%"
"Apr 29, 2014","18.0961","18.1682","18.2136","18.0651","-0.44%"
"Apr 28, 2014","18.1755","18.1521","18.2287","18.1266","0.07%"
"Apr 25, 2014","18.1634","18.0993","18.2103","18.0855","0.28%"
"Apr 24, 2014","18.1119","18.0465","18.1509","18.0289","0.33%"
"Apr 23, 2014","18.0523","18.0204","18.1425","18.0026","0.14%"
"Apr 22, 2014","18.0269","17.9655","18.0551","17.9489","0.30%"
"Apr 21, 2014","17.9731","18.0202","18.0921","17.9489","-0.24%"
"Apr 18, 2014","18.0168","18.0173","18.0530","17.9935","-0.04%"
"Apr 17, 2014","18.0247","18.0348","18.1346","18.0036","-0.14%"
"Apr 16, 2014","18.0499","18.0835","18.1206","17.9960","-0.23%"
"Apr 15, 2014","18.0909","17.9944","18.1377","17.9733","0.51%"
"Apr 14, 2014","17.9998","18.0082","18.1495","17.9740","-0.61%"
"Apr 11, 2014","18.1095","18.1318","18.2145","18.0772","-0.18%"
"Apr 10, 2014","18.1413","17.9793","18.1510","17.9513","0.87%"
"Apr 09, 2014","17.9844","17.9995","18.0741","17.9484","-0.12%"
"Apr 08, 2014","18.0055","17.8685","18.0164","17.8085","0.73%"
"Apr 07, 2014","17.8747","17.7984","17.9408","17.7967","0.32%"
"Apr 04, 2014","17.8179","17.9880","18.0246","17.7701","-0.99%"
"Apr 03, 2014","17.9962","18.0156","18.1107","17.9664","-0.14%"
"Apr 02, 2014","18.0210","17.9848","18.0519","17.9753","0.11%"
"Apr 01, 2014","18.0019","17.9765","18.0641","17.9543","0.11%"
"Mar 31, 2014","17.9819","17.9585","18.0333","17.9415","0.01%"
"Mar 28, 2014","17.9800","17.9626","18.0241","17.9159","-0.00%"
"Mar 27, 2014","17.9801","18.0913","18.1348","17.9490","-0.63%"
"Mar 26, 2014","18.0950","18.1262","18.1441","18.0446","-0.21%"
"Mar 25, 2014","18.1334","18.2274","18.2586","18.0528","-0.57%"
"Mar 24, 2014","18.2377","18.2317","18.2882","18.1449","-0.05%"
"Mar 21, 2014","18.2461","18.2537","18.3074","18.2052","-0.13%"
"Mar 20, 2014","18.2701","18.3790","18.4102","18.2335","-0.59%"
"Mar 19, 2014","18.3785","18.3234","18.3833","18.2756","0.26%"
"Mar 18, 2014","18.3309","18.3094","18.3801","18.2786","0.08%"
"Mar 17, 2014","18.3155","18.3778","18.4142","18.2863","-0.35%"
"Mar 14, 2014","18.3793","18.4254","18.4807","18.3466","-0.30%"
"Mar 13, 2014","18.4342","18.4062","18.4937","18.3530","0.11%"
"Mar 12, 2014","18.4131","18.4041","18.5030","18.3666","0.04%"
"Mar 11, 2014","18.4054","18.3292","18.4235","18.2858","0.36%"
"Mar 10, 2014","18.3385","18.2777","18.3902","18.2738","0.17%"
"Mar 07, 2014","18.3082","18.2208","18.3619","18.1699","0.43%"
"Mar 06, 2014","18.2294","18.1733","18.2596","18.1047","0.27%"
"Mar 05, 2014","18.1795","18.2483","18.2565","18.1576","-0.41%"
"Mar 04, 2014","18.2537","18.3061","18.3234","18.2002","-0.32%"
"Mar 03, 2014","18.3129","18.2599","18.3699","18.2162","0.17%"
"Feb 28, 2014","18.2814","18.1689","18.3798","18.1473","0.55%"
"Feb 27, 2014","18.1808","18.2410","18.2910","18.1476","-0.37%"
"Feb 26, 2014","18.2489","18.1794","18.2767","18.1359","0.35%"
"Feb 25, 2014","18.1847","18.1962","18.2705","18.1334","-0.17%"
"Feb 24, 2014","18.2164","18.2068","18.3073","18.1069","-0.02%"
"Feb 21, 2014","18.2206","18.2107","18.2656","18.1850","0.02%"
"Feb 20, 2014","18.2161","18.2976","18.3761","18.1637","-0.47%"
"Feb 19, 2014","18.3021","18.1937","18.3261","18.1937","0.50%"
"Feb 18, 2014","18.2108","18.0999","18.2348","18.0836","0.56%"
"Feb 17, 2014","18.1086","18.1100","18.1688","18.0590","-0.12%"
"Feb 14, 2014","18.1309","18.1403","18.2332","18.1099","-0.07%"
"Feb 13, 2014","18.1438","18.1054","18.3248","18.0974","0.18%"
"Feb 12, 2014","18.1116","18.1116","18.1709","17.9924","-0.04%"
"Feb 11, 2014","18.1181","18.1791","18.2383","18.0950","-0.37%"
"Feb 10, 2014","18.1856","18.1050","18.2033","18.0731","0.39%"
"Feb 07, 2014","18.1146","18.0352","18.2356","17.9856","0.39%"
"Feb 06, 2014","18.0438","17.9786","18.0802","17.8504","0.31%"
"Feb 05, 2014","17.9877","18.0023","18.1358","17.9163","-0.13%"
"Feb 04, 2014","18.0111","18.3054","18.3345","17.9912","-1.66%"
"Feb 03, 2014","18.3149","18.0064","18.3413","17.9518","1.67%"
"Jan 31, 2014","18.0136","18.1098","18.2797","17.9645","-0.58%"
"Jan 30, 2014","18.1179","18.2969","18.3277","18.0107","-1.03%"
"Jan 29, 2014","18.3064","18.1111","18.3929","18.0076","1.03%"
"Jan 28, 2014","18.1193","18.2672","18.2945","18.0384","-0.85%"
"Jan 27, 2014","18.2740","18.3929","18.5190","18.2250","-0.72%"
"Jan 24, 2014","18.4072","18.3448","18.6772","18.2930","0.30%"
"Jan 23, 2014","18.3529","18.0213","18.4142","18.0003","1.79%"
"Jan 22, 2014","18.0301","17.9949","18.1140","17.9372","0.14%"
"Jan 21, 2014","18.0053","17.9304","18.0652","17.9106","0.37%"
"Jan 20, 2014","17.9398","17.9310","17.9920","17.8846","0.03%"
"Jan 17, 2014","17.9351","18.0697","18.1101","17.8849","-0.81%"
"Jan 16, 2014","18.0818","17.9424","18.1415","17.9316","0.73%"
"Jan 15, 2014","17.9511","17.8977","17.9862","17.8006","0.26%"
"Jan 14, 2014","17.9051","17.8722","17.9850","17.8485","0.11%"
"Jan 13, 2014","17.8857","17.7096","17.9053","17.6787","0.94%"
"Jan 10, 2014","17.7198","17.7966","17.8658","17.6967","-0.48%"
"Jan 09, 2014","17.8061","17.8186","17.9181","17.7545","-0.12%"
"Jan 08, 2014","17.8267","17.7090","17.8571","17.6711","0.60%"
"Jan 07, 2014","17.7205","17.8174","17.8956","17.6846","-0.64%"
"Jan 06, 2014","17.8343","17.7962","17.8914","17.7726","0.16%"
"Jan 03, 2014","17.8057","17.9761","17.9940","17.7520","-0.99%"
"Jan 02, 2014","17.9838","17.9212","18.0151","17.8349","0.27%"
"Jan 01, 2014","17.9350","17.9053","17.9551","17.9049","0.08%"
"Dec 31, 2013","17.9200","18.0254","18.0887","17.8899","-0.67%"
"Dec 30, 2013","18.0404","17.9347","18.0757","17.9151","0.54%"
"Dec 27, 2013","17.9429","17.9017","18.2015","17.8685","0.19%"
"Dec 26, 2013","17.9092","17.7957","17.9331","17.7723","0.59%"
"Dec 25, 2013","17.8039","17.8192","17.8625","17.7863","-0.18%"
"Dec 24, 2013","17.8355","17.7843","17.8501","17.7444","0.22%"
"Dec 23, 2013","17.7959","17.7321","17.8178","17.7146","0.33%"
"Dec 20, 2013","17.7381","17.6950","17.8613","17.6427","0.17%"
"Dec 19, 2013","17.7079","17.6166","17.8134","17.5915","0.46%"
"Dec 18, 2013","17.6266","17.8172","17.9292","17.6032","-1.15%"
"Dec 17, 2013","17.8323","17.7837","17.8841","17.7397","0.24%"
"Dec 16, 2013","17.7895","17.6932","17.8636","17.6707","0.50%"
"Dec 13, 2013","17.7017","17.8321","17.9078","17.6734","-0.76%"
"Dec 12, 2013","17.8372","17.9725","18.0284","17.8192","-0.77%"
"Dec 11, 2013","17.9764","17.6886","17.9788","17.6483","1.57%"
"Dec 10, 2013","17.6981","17.6521","17.7645","17.5898","0.20%"
"Dec 09, 2013","17.6622","17.7383","17.7704","17.5551","-0.38%"
"Dec 06, 2013","17.7287","17.8785","17.9226","17.6607","-0.91%"
"Dec 05, 2013","17.8918","17.7212","17.9226","17.6515","0.92%"
"Dec 04, 2013","17.7289","17.8088","17.9006","17.6656","-0.48%"
"Dec 03, 2013","17.8137","17.8904","18.0288","17.7838","-0.46%"
"Dec 02, 2013","17.8957","17.8003","17.9249","17.7635","0.50%"
"Nov 29, 2013","17.8070","17.7791","17.8854","17.7568","0.07%"
"Nov 28, 2013","17.7953","17.7994","17.8764","17.7189","-0.13%"
"Nov 27, 2013","17.8184","17.7021","17.8471","17.6982","0.59%"
"Nov 26, 2013","17.7142","17.6319","17.7884","17.6087","0.45%"
"Nov 25, 2013","17.6349","17.5731","17.6511","17.5096","0.31%"
"Nov 22, 2013","17.5810","17.5574","17.6895","17.5082","0.11%"
"Nov 21, 2013","17.5624","17.5898","17.7111","17.5264","-0.19%"
"Nov 20, 2013","17.5958","17.5574","17.6317","17.3905","0.20%"
"Nov 19, 2013","17.5614","17.4059","17.5614","17.3793","0.85%"
"Nov 18, 2013","17.4128","17.4488","17.4763","17.3462","-0.25%"
"Nov 15, 2013","17.4565","17.4416","17.4977","17.4120","0.04%"
"Nov 14, 2013","17.4498","17.5551","17.6172","17.4323","-0.63%"
"Nov 13, 2013","17.5607","17.6998","17.7497","17.5460","-0.82%"
"Nov 12, 2013","17.7051","17.7046","17.8137","17.6746","-0.07%"
"Nov 11, 2013","17.7180","17.5959","17.8008","17.5358","0.61%"
"Nov 08, 2013","17.6100","17.7399","17.8407","17.5390","-0.77%"
"Nov 07, 2013","17.7468","17.7996","17.8316","17.4494","-0.34%"
"Nov 06, 2013","17.8068","17.7271","17.8321","17.6695","0.40%"
"Nov 05, 2013","17.7358","17.5615","17.7736","17.5198","0.96%"
"Nov 04, 2013","17.5667","17.6488","17.6658","17.5104","-0.28%"
"Nov 01, 2013","17.6167","17.6832","17.7048","17.5889","-0.40%"
"Oct 31, 2013","17.6867","17.7523","17.8192","17.6272","-0.46%"
"Oct 30, 2013","17.7676","17.7526","17.8130","17.6232","0.06%"
"Oct 29, 2013","17.7570","17.7444","17.8137","17.6905","0.04%"
"Oct 28, 2013","17.7501","17.7646","17.8116","17.7096","-0.18%"
"Oct 25, 2013","17.7829","17.8793","17.9817","17.7038","-0.60%"
"Oct 24, 2013","17.8903","17.8882","18.0157","17.8250","-0.05%"
"Oct 23, 2013","17.8998","17.6921","17.9207","17.6738","1.13%"
"Oct 22, 2013","17.7003","17.7668","17.8130","17.6670","-0.41%"
"Oct 21, 2013","17.7728","17.5879","17.7803","17.5337","1.01%"
"Oct 18, 2013","17.5951","17.4650","17.6124","17.4380","0.67%"
"Oct 17, 2013","17.4774","17.3798","17.5707","17.3488","0.54%"
"Oct 16, 2013","17.3829","17.5636","17.5966","17.3333","-1.07%"
"Oct 15, 2013","17.5704","17.6150","17.6476","17.4450","-0.29%"
"Oct 14, 2013","17.6210","17.5822","17.7655","17.5552","0.16%"
"Oct 11, 2013","17.5927","17.6983","17.8031","17.5744","-0.63%"
"Oct 10, 2013","17.7034","17.8274","17.8612","17.6586","-0.74%"
"Oct 09, 2013","17.8354","17.9442","17.9503","17.7551","-0.64%"
"Oct 08, 2013","17.9496","17.8369","17.9589","17.7228","0.59%"
"Oct 07, 2013","17.8450","17.7263","17.9219","17.7109","0.59%"
"Oct 04, 2013","17.7400","17.9145","17.9688","17.6812","-1.00%"
"Oct 03, 2013","17.9192","17.7968","18.1457","17.7764","0.63%"
"Oct 02, 2013","17.8069","17.7841","17.9428","17.7639","0.08%"
"Oct 01, 2013","17.7934","17.7016","17.8520","17.6663","0.47%"
"Sep 30, 2013","17.7096","17.7023","17.9024","17.6840","-0.33%"
"Sep 27, 2013","17.7676","17.6087","17.8569","17.5923","0.81%"
"Sep 26, 2013","17.6247","17.5937","17.6966","17.4558","0.15%"
"Sep 25, 2013","17.5977","17.4414","17.6272","17.4247","0.87%"
"Sep 24, 2013","17.4460","17.2684","17.4556","17.2617","0.96%"
"Sep 23, 2013","17.2798","17.4053","17.4449","17.2122","-0.63%"
"Sep 20, 2013","17.3885","17.1809","17.4850","17.1644","1.18%"
"Sep 19, 2013","17.1861","17.1047","17.2602","17.0423","0.40%"
"Sep 18, 2013","17.1179","17.2585","17.4006","17.0928","-0.86%"
"Sep 17, 2013","17.2658","17.2256","17.3349","17.2158","0.13%"
"Sep 16, 2013","17.2426","17.3375","17.4224","17.1767","-0.55%"
"Sep 13, 2013","17.3387","17.3602","17.4604","17.2940","-0.17%"
"Sep 12, 2013","17.3684","17.3603","17.4747","17.3256","-0.03%"
"Sep 11, 2013","17.3738","17.3561","17.4577","17.2884","0.03%"
"Sep 10, 2013","17.3681","17.3601","17.4487","17.2704","-0.02%"
"Sep 09, 2013","17.3711","17.3186","17.4709","17.3067","0.06%"
"Sep 06, 2013","17.3612","17.5427","17.5999","17.3210","-1.12%"
"Sep 05, 2013","17.5585","17.5682","17.7370","17.5191","-0.11%"
"Sep 04, 2013","17.5781","17.6234","17.6489","17.5038","-0.29%"
"Sep 03, 2013","17.6287","17.5823","17.7142","17.5252","0.21%"
"Sep 02, 2013","17.5915","17.6879","17.7024","17.4874","-0.57%"
"Aug 30, 2013","17.6927","17.6728","17.7111","17.5390","0.03%"
"Aug 29, 2013","17.6867","17.7545","17.7777","17.5313","-0.43%"
"Aug 28, 2013","17.7631","17.7056","17.8401","17.6101","0.25%"
"Aug 27, 2013","17.7196","17.6177","17.8957","17.6043","0.51%"
"Aug 26, 2013","17.6297","17.3316","17.7040","17.3251","1.67%"
"Aug 23, 2013","17.3396","17.4746","17.5076","17.3186","-0.82%"
"Aug 22, 2013","17.4826","17.7034","17.7484","17.4707","-1.29%"
"Aug 21, 2013","17.7114","17.4013","17.7181","17.3972","1.73%"
"Aug 20, 2013","17.4099","17.4370","17.5307","17.3777","-0.19%"
"Aug 19, 2013","17.4438","17.2019","17.4599","17.1941","1.35%"
"Aug 16, 2013","17.2107","17.1030","17.2909","17.0841","0.60%"
"Aug 15, 2013","17.1079","16.8805","17.1864","16.8618","1.31%"
"Aug 14, 2013","16.8860","16.8693","16.9497","16.8138","0.03%"
"Aug 13, 2013","16.8805","16.8595","16.9653","16.8246","0.09%"
"Aug 12, 2013","16.8655","16.8226","16.9126","16.6834","0.18%"
"Aug 09, 2013","16.8355","16.8549","16.8895","16.7577","-0.18%"
"Aug 08, 2013","16.8661","16.9527","17.0116","16.8341","-0.59%"
"Aug 07, 2013","16.9667","16.7843","17.0117","16.7710","1.02%"
"Aug 06, 2013","16.7946","16.7595","16.8638","16.7403","0.19%"
"Aug 05, 2013","16.7634","16.7917","16.8221","16.7454","-0.33%"
"Aug 02, 2013","16.8186","16.9384","17.0179","16.7617","-0.75%"
"Aug 01, 2013","16.9462","16.9276","16.9993","16.8168","0.05%"
"Jul 31, 2013","16.9374","16.9190","17.1453","16.8991","0.05%"
"Jul 30, 2013","16.9286","16.9038","16.9798","16.8693","0.04%"
"Jul 29, 2013","16.9223","16.8235","16.9418","16.8042","0.52%"
"Jul 26, 2013","16.8344","16.7284","16.9081","16.7041","0.61%"
"Jul 25, 2013","16.7320","16.6485","16.7908","16.6179","0.40%"
"Jul 24, 2013","16.6656","16.5182","16.7386","16.4992","0.86%"
"Jul 23, 2013","16.5235","16.4792","16.5623","16.4688","0.24%"
"Jul 22, 2013","16.4834","16.4632","16.5552","16.4103","0.08%"
"Jul 19, 2013","16.4708","16.3771","16.5097","16.3402","0.48%"
"Jul 18, 2013","16.3914","16.3499","16.4370","16.2707","0.22%"
"Jul 17, 2013","16.3554","16.6071","16.6556","16.3364","-1.54%"
"Jul 16, 2013","16.6120","16.5423","16.6438","16.4782","0.40%"
"Jul 15, 2013","16.5466","16.7389","16.7662","16.5258","-1.22%"
"Jul 12, 2013","16.7506","16.7616","16.8054","16.6641","-0.13%"
"Jul 11, 2013","16.7717","16.7315","16.9054","16.6634","0.18%"
"Jul 10, 2013","16.7424","16.4776","16.7492","16.4585","1.58%"
"Jul 09, 2013","16.4821","16.5753","16.5897","16.3959","-0.60%"
"Jul 08, 2013","16.5814","16.7635","16.8383","16.5470","-1.17%"
"Jul 05, 2013","16.7785","16.6690","16.8863","16.5334","0.61%"
"Jul 04, 2013","16.6774","16.8450","16.8837","16.5475","-1.04%"
"Jul 03, 2013","16.8528","16.9303","17.0417","16.8441","-0.52%"
"Jul 02, 2013","16.9411","16.9179","17.0156","16.8296","0.09%"
"Jul 01, 2013","16.9264","16.8311","16.9533","16.7450","0.50%"
"Jun 28, 2013","16.8427","16.9712","17.1229","16.8167","-0.76%"
"Jun 27, 2013","16.9722","17.1121","17.1434","16.8999","-0.89%"
"Jun 26, 2013","17.1238","17.2846","17.3493","17.0886","-1.00%"
"Jun 25, 2013","17.2967","17.4351","17.4604","17.2155","-0.83%"
"Jun 24, 2013","17.4417","17.4377","17.6176","17.3666","-0.11%"
"Jun 21, 2013","17.4601","17.6657","17.7068","17.4091","-1.19%"
"Jun 20, 2013","17.6703","17.6013","17.7615","17.4816","0.35%"
"Jun 19, 2013","17.6086","17.2604","17.6152","17.1533","1.96%"
"Jun 18, 2013","17.2696","17.1525","17.3297","17.0924","0.64%"
"Jun 17, 2013","17.1591","16.9518","17.1871","16.8612","1.17%"
"Jun 14, 2013","16.9607","16.8860","16.9839","16.8014","0.42%"
"Jun 13, 2013","16.8891","17.2367","17.3246","16.8755","-2.05%"
"Jun 12, 2013","17.2419","17.0713","17.2515","16.8862","0.94%"
"Jun 11, 2013","17.0812","17.1148","17.3948","17.0048","-0.24%"
"Jun 10, 2013","17.1225","16.8535","17.1262","16.8203","1.42%"
"Jun 07, 2013","16.8824","16.9457","17.0859","16.7321","-0.44%"
"Jun 06, 2013","16.9562","16.8293","17.1892","16.7943","0.72%"
"Jun 05, 2013","16.8346","16.6188","16.8495","16.5669","1.23%"
"Jun 04, 2013","16.6302","16.6576","16.7384","16.5681","-0.18%"
"Jun 03, 2013","16.6608","16.4530","16.8102","16.4530","0.06%"
"May 31, 2013","16.6503","16.6898","16.8343","16.5021","-0.27%"
"May 30, 2013","16.6949","16.3624","16.7689","16.3349","1.98%"
"May 29, 2013","16.3715","16.2385","16.4717","16.2085","0.80%"
"May 28, 2013","16.2416","16.1183","16.2538","16.0315","0.73%"
"May 27, 2013","16.1234","16.1853","16.2360","16.1048","-0.58%"
"May 24, 2013","16.2174","16.0226","16.2438","16.0076","1.13%"
"May 23, 2013","16.0361","15.9672","16.1678","15.9224","0.40%"
"May 22, 2013","15.9719","15.9127","15.9953","15.8292","0.32%"
"May 21, 2013","15.9211","15.8373","15.9687","15.7984","0.49%"
"May 20, 2013","15.8427","15.7999","15.8846","15.7913","-0.03%"
"May 17, 2013","15.8478","15.8012","15.8792","15.7577","0.22%"
"May 16, 2013","15.8127","15.7179","15.8575","15.6756","0.55%"
"May 15, 2013","15.7264","15.7498","15.7820","15.6636","-0.19%"
"May 14, 2013","15.7559","15.7825","15.8337","15.7085","-0.18%"
"May 13, 2013","15.7851","15.6374","15.8086","15.6241","0.53%"
"May 10, 2013","15.7019","15.6414","15.7531","15.5969","0.36%"
"May 09, 2013","15.6457","15.7506","15.7760","15.5774","-0.69%"
"May 08, 2013","15.7544","15.7277","15.9051","15.7095","0.14%"
"May 07, 2013","15.7318","15.8269","15.9100","15.7194","-0.64%"
"May 06, 2013","15.8338","15.8195","15.8714","15.7960","-0.01%"
"May 03, 2013","15.8350","15.8965","16.0182","15.7589","-0.43%"
"May 02, 2013","15.9032","16.0703","16.0953","15.8565","-1.09%"
"May 01, 2013","16.0779","15.9730","16.1822","15.9603","0.63%"
"Apr 30, 2013","15.9769","15.9869","16.0407","15.8898","-0.10%"
"Apr 29, 2013","15.9922","15.8186","16.0094","15.8093","1.08%"
"Apr 26, 2013","15.8217","15.8309","15.9043","15.7846","-0.09%"
"Apr 25, 2013","15.8353","15.8393","15.9063","15.7156","-0.05%"
"Apr 24, 2013","15.8430","15.9086","15.9991","15.8193","-0.47%"
"Apr 23, 2013","15.9177","16.0359","16.1091","15.8774","-0.76%"
"Apr 22, 2013","16.0390","16.0348","16.1046","15.9557","0.27%"
"Apr 19, 2013","15.9952","16.0110","16.0894","15.9547","-0.10%"
"Apr 18, 2013","16.0118","15.9321","16.0961","15.8777","0.47%"
"Apr 17, 2013","15.9363","16.0031","16.0840","15.8869","-0.45%"
"Apr 16, 2013","16.0078","16.0124","16.0382","15.9171","-0.09%"
"Apr 15, 2013","16.0221","15.8184","16.0295","15.7931","1.20%"
"Apr 12, 2013","15.8317","15.7765","15.8824","15.7204","0.31%"
"Apr 11, 2013","15.7821","15.8102","15.8884","15.7446","-0.26%"
"Apr 10, 2013","15.8236","15.8968","15.9198","15.7886","-0.48%"
"Apr 09, 2013","15.8995","15.8553","15.9259","15.8047","0.23%"
"Apr 08, 2013","15.8631","15.8344","15.8867","15.7792","0.24%"
"Apr 05, 2013","15.8251","15.9191","16.1458","15.8083","-0.71%"
"Apr 04, 2013","15.9378","15.8574","15.9461","15.6996","0.53%"
"Apr 03, 2013","15.8537","15.7370","15.8740","15.6826","0.76%"
"Apr 02, 2013","15.7340","15.8802","15.9194","15.7115","-0.92%"
"Apr 01, 2013","15.8803","15.7628","15.8940","15.7386","0.57%"
"Mar 29, 2013","15.7897","15.8211","15.8654","15.7585","-0.26%"
"Mar 28, 2013","15.8303","15.7630","15.8693","15.7452","0.37%"
"Mar 27, 2013","15.7718","15.8796","15.9039","15.7331","-0.67%"
"Mar 26, 2013","15.8780","15.8686","15.9033","15.8140","-0.01%"
"Mar 25, 2013","15.8797","16.0297","16.1150","15.8594","-1.01%"
"Mar 22, 2013","16.0421","16.0233","16.1007","15.9967","0.07%"
"Mar 21, 2013","16.0314","15.9538","16.0532","15.8880","0.37%"
"Mar 20, 2013","15.9717","15.9969","16.0709","15.9447","-0.18%"
"Mar 19, 2013","16.0007","16.0793","16.1154","15.9863","-0.49%"
